customer_id,senior_citizen,tenure_months,contract,internet_service,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C03052,1,22,One year,Fiber optic,No,Yes,Electronic check,67.3,1480.6,0
C03053,0,32,One year,Fiber optic,No,No,Electronic check,66.74,2135.68,0
C03054,0,3,One year,No,No,Yes,Mailed check,15.95,47.85,0
C03055,1,58,Month-to-month,DSL,No,Yes,Credit card,66.93,3881.94,0
C03056,0,25,One year,DSL,Yes,No,Electronic check,54.62,1365.5,0
C03057,0,37,Month-to-month,Fiber optic,No,Yes,Credit card,60.54,2239.98,0
C03058,0,32,Month-to-month,Fiber optic,No,No,Credit card,95.55,3057.6,1
C03059,0,20,Month-to-month,No,Yes,Yes,Bank transfer,26.32,526.4,0
C03060,0,12,One year,No,No,Yes,Credit card,19.11,229.32,1
C03061,0,69,Month-to-month,Fiber optic,No,Yes,Bank transfer,78.9,5444.1,0
C03062,0,8,Month-to-month,No,No,Yes,Electronic check,15.0,120.0,0
C03063,0,68,Two year,DSL,No,No,Credit card,38.66,2628.88,0
C03064,0,8,Month-to-month,Fiber optic,No,Yes,Credit card,80.61,644.88,0
C03065,0,6,Month-to-month,No,Yes,No,Credit card,19.78,118.68,0
C03066,0,65,Month-to-month,Fiber optic,Yes,Yes,Electronic check,73.62,4785.3,0
C03067,0,69,Month-to-month,No,No,No,Mailed check,22.73,1568.37,0
C03068,1,65,One year,DSL,Yes,Yes,Electronic check,69.28,4503.2,0
C03069,0,56,Month-to-month,DSL,No,Yes,Bank transfer,39.21,2195.76,0
C03070,0,35,Month-to-month,Fiber optic,No,Yes,Bank transfer,65.51,2292.85,1
C03071,0,7,Two year,No,Yes,Yes,Bank transfer,18.39,128.73,0
C03072,1,43,Two year,DSL,No,Yes,Electronic check,49.99,2149.57,0
C03073,0,37,One year,No,No,No,Electronic check,15.0,555.0,0
C03074,0,53,Two year,DSL,Yes,Yes,Credit card,66.14,3505.42,0
C03075,1,2,Two year,Fiber optic,No,Yes,Electronic check,105.36,210.72,1
C03076,0,5,Month-to-month,Fiber optic,Yes,Yes,Credit card,87.51,437.55,1
C03077,0,42,One year,DSL,No,Yes,Bank transfer,63.55,2669.1,0
C03078,0,62,One year,Fiber optic,No,Yes,Electronic check,78.47,4865.14,0
C03079,0,68,Month-to-month,Fiber optic,No,No,Mailed check,98.04,6666.72,1
C03080,1,41,Month-to-month,Fiber optic,No,Yes,Credit card,40.7,1668.7,0
C03081,0,26,Month-to-month,DSL,No,Yes,Bank transfer,77.77,2022.02,0
C03082,1,34,One year,DSL,No,No,Credit card,51.96,1766.64,0
C03083,0,37,One year,No,Yes,Yes,Credit card,25.52,944.24,0
C03084,0,45,One year,Fiber optic,Yes,No,Credit card,122.58,5516.1,0
C03085,0,16,Month-to-month,No,No,Yes,Credit card,15.71,251.36,0
C03086,0,28,Month-to-month,Fiber optic,No,No,Bank transfer,99.85,2795.8,1
C03087,0,39,Month-to-month,No,Yes,Yes,Mailed check,17.35,676.65,0
C03088,0,62,Month-to-month,DSL,No,Yes,Bank transfer,75.68,4692.16,0
C03089,0,58,Two year,Fiber optic,No,Yes,Mailed check,74.89,4343.62,0
C03090,0,55,Two year,Fiber optic,Yes,Yes,Bank transfer,65.73,3615.15,0
C03091,0,15,Two year,DSL,No,Yes,Bank transfer,65.11,976.65,0
C03092,0,29,Two year,DSL,Yes,Yes,Credit card,51.85,1503.65,0
C03093,1,40,Two year,Fiber optic,Yes,No,Mailed check,93.19,3727.6,0
C03094,0,70,Month-to-month,No,Yes,Yes,Mailed check,23.65,1655.5,0
C03095,0,25,Month-to-month,Fiber optic,No,Yes,Credit card,123.88,3097.0,1
C03096,0,67,Month-to-month,DSL,Yes,Yes,Mailed check,59.83,4008.61,0
C03097,0,54,Month-to-month,No,Yes,No,Bank transfer,22.56,1218.24,0
C03098,0,46,Month-to-month,DSL,No,No,Credit card,38.34,1763.64,0
C03099,0,51,Month-to-month,DSL,Yes,No,Mailed check,69.51,3545.01,0
C03100,0,57,Two year,No,No,No,Mailed check,28.0,1596.0,0
C03101,0,51,Month-to-month,Fiber optic,No,No,Electronic check,107.59,5487.09,0
C03102,0,49,Two year,No,No,Yes,Electronic check,26.58,1302.42,0
C03103,0,27,One year,No,No,No,Bank transfer,17.05,460.35,0
C03104,0,31,One year,Fiber optic,Yes,Yes,Electronic check,79.74,2471.94,0
C03105,0,43,One year,DSL,No,No,Mailed check,55.43,2383.49,0
C03106,0,61,Month-to-month,DSL,No,No,Electronic check,66.32,4045.52,0
C03107,0,47,One year,No,Yes,Yes,Electronic check,27.54,1294.38,0
C03108,0,72,Month-to-month,No,No,Yes,Credit card,27.76,1998.72,0
C03109,0,49,Two year,Fiber optic,No,Yes,Mailed check,66.5,3258.5,0
C03110,0,29,Month-to-month,Fiber optic,No,No,Mailed check,78.89,2287.81,0
C03111,0,41,Month-to-month,DSL,No,Yes,Bank transfer,44.12,1808.92,0
C03112,0,45,One year,DSL,Yes,Yes,Credit card,68.46,3080.7,0
C03113,0,63,One year,No,No,Yes,Bank transfer,15.72,990.36,0
C03114,0,18,Month-to-month,DSL,No,No,Mailed check,68.69,1236.42,0
C03115,0,18,One year,Fiber optic,No,No,Electronic check,65.99,1187.82,0
C03116,1,14,Month-to-month,No,No,No,Mailed check,15.0,210.0,1
C03117,0,4,One year,Fiber optic,No,No,Bank transfer,64.79,259.16,1
C03118,0,49,Month-to-month,Fiber optic,No,Yes,Electronic check,82.79,4056.71,0
C03119,0,70,Month-to-month,DSL,No,Yes,Bank transfer,53.19,3723.3,0
C03120,0,44,Month-to-month,DSL,No,No,Electronic check,62.68,2757.92,0
C03121,0,4,Month-to-month,DSL,Yes,Yes,Credit card,29.49,117.96,0
C03122,0,26,Month-to-month,DSL,No,No,Credit card,69.93,1818.18,0
C03123,0,65,Month-to-month,DSL,No,No,Electronic check,49.0,3185.0,0
C03124,0,3,Month-to-month,DSL,Yes,Yes,Credit card,53.96,161.88,0
C03125,0,44,Month-to-month,DSL,Yes,Yes,Mailed check,54.07,2379.08,0
C03126,0,32,Month-to-month,DSL,No,No,Electronic check,54.52,1744.64,0
C03127,0,67,Month-to-month,No,Yes,Yes,Credit card,23.29,1560.43,0
C03128,0,37,One year,DSL,No,Yes,Mailed check,56.82,2102.34,0
C03129,0,41,Two year,Fiber optic,No,Yes,Mailed check,80.59,3304.19,0
C03130,1,52,Month-to-month,No,Yes,Yes,Credit card,16.66,866.32,0
C03131,0,59,Two year,DSL,No,Yes,Credit card,39.39,2324.01,0
C03132,0,37,Month-to-month,Fiber optic,No,Yes,Bank transfer,65.58,2426.46,0
C03133,0,52,Month-to-month,No,Yes,Yes,Bank transfer,16.13,838.76,0
C03134,0,58,One year,Fiber optic,Yes,Yes,Mailed check,61.97,3594.26,0
C03135,0,38,One year,DSL,No,No,Electronic check,46.81,1778.78,1
C03136,0,52,Two year,Fiber optic,Yes,Yes,Bank transfer,78.5,4082.0,0
C03137,0,26,Month-to-month,Fiber optic,Yes,No,Mailed check,103.03,2678.78,0
C03138,0,25,One year,Fiber optic,No,No,Credit card,77.0,1925.0,0
C03139,0,0,Month-to-month,DSL,Yes,Yes,Mailed check,39.32,39.32,0
C03140,0,48,Month-to-month,DSL,No,Yes,Electronic check,53.06,2546.88,1
C03141,0,18,Month-to-month,No,Yes,No,Credit card,28.01,504.18,0
C03142,0,59,Two year,DSL,Yes,Yes,Bank transfer,64.07,3780.13,0
C03143,0,69,Month-to-month,DSL,Yes,Yes,Electronic check,60.2,4153.8,0
C03144,0,63,Two year,Fiber optic,Yes,Yes,Bank transfer,88.16,5554.08,0
C03145,0,20,One year,No,No,Yes,Credit card,29.89,597.8,0
C03146,0,47,One year,DSL,No,Yes,Bank transfer,43.52,2045.44,0
C03147,0,54,One year,DSL,No,No,Bank transfer,54.58,2947.32,0
C03148,0,36,Two year,Fiber optic,No,No,Electronic check,60.08,2162.88,0
C03149,0,37,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,72.21,2671.77,0
C03150,0,31,Month-to-month,Fiber optic,No,Yes,Bank transfer,91.9,2848.9,1
C03151,1,22,One year,No,No,Yes,Bank transfer,15.0,330.0,0
C03152,1,41,Month-to-month,DSL,No,Yes,Credit card,56.0,2296.0,1
C03153,0,72,Month-to-month,Fiber optic,No,No,Credit card,91.37,6578.64,0
C03154,1,15,Month-to-month,Fiber optic,No,Yes,Bank transfer,65.23,978.45,1
C03155,0,3,Month-to-month,Fiber optic,No,No,Credit card,100.23,300.69,0
C03156,0,4,Month-to-month,Fiber optic,Yes,Yes,Electronic check,66.36,265.44,1
C03157,0,42,Month-to-month,No,Yes,Yes,Credit card,19.44,816.48,0
C03158,0,19,Two year,DSL,Yes,Yes,Electronic check,60.39,1147.41,0
C03159,0,33,Month-to-month,Fiber optic,No,No,Credit card,108.51,3580.83,1
C03160,0,69,Two year,DSL,Yes,Yes,Mailed check,46.27,3192.63,0
C03161,1,5,Two year,Fiber optic,Yes,No,Mailed check,87.22,436.1,0
C03162,0,12,Month-to-month,Fiber optic,No,No,Credit card,87.34,1048.08,1
C03163,0,15,One year,Fiber optic,No,Yes,Electronic check,94.86,1422.9,0
C03164,0,33,One year,DSL,Yes,No,Bank transfer,55.68,1837.44,0
C03165,0,50,One year,No,Yes,Yes,Mailed check,20.98,1049.0,0
C03166,0,13,Month-to-month,No,No,Yes,Mailed check,19.49,253.37,0
C03167,0,7,Month-to-month,No,No,Yes,Credit card,15.0,105.0,0
C03168,0,6,Month-to-month,No,No,No,Electronic check,25.5,153.0,0
C03169,0,58,One year,DSL,Yes,Yes,Credit card,65.72,3811.76,0
C03170,0,2,Two year,Fiber optic,No,No,Electronic check,87.36,174.72,0
C03171,0,45,One year,DSL,No,Yes,Electronic check,55.97,2518.65,0
C03172,0,42,One year,No,No,Yes,Mailed check,15.54,652.68,0
C03173,0,7,Two year,DSL,No,Yes,Electronic check,52.92,370.44,0
C03174,0,40,One year,DSL,No,Yes,Mailed check,64.1,2564.0,0
C03175,0,20,Month-to-month,Fiber optic,No,No,Bank transfer,83.36,1667.2,0
C03176,0,37,Two year,DSL,Yes,Yes,Electronic check,49.11,1817.07,0
C03177,0,10,Month-to-month,Fiber optic,No,No,Bank transfer,63.19,631.9,1
C03178,0,48,Month-to-month,DSL,No,No,Mailed check,71.26,3420.48,0
C03179,1,58,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,114.92,6665.36,0
C03180,0,0,Two year,No,No,Yes,Mailed check,21.11,21.11,0
C03181,1,38,Month-to-month,Fiber optic,Yes,No,Credit card,94.24,3581.12,0
C03182,0,47,Month-to-month,DSL,No,Yes,Mailed check,52.07,2447.29,0
C03183,0,0,Month-to-month,DSL,No,Yes,Bank transfer,45.49,45.49,1
C03184,0,52,Month-to-month,DSL,Yes,Yes,Mailed check,61.39,3192.28,0
C03185,1,39,Month-to-month,DSL,No,No,Bank transfer,42.72,1666.08,0
C03186,1,22,One year,Fiber optic,No,No,Mailed check,48.27,1061.94,1
C03187,0,35,Two year,Fiber optic,No,No,Bank transfer,80.12,2804.2,0
C03188,0,49,Month-to-month,DSL,No,Yes,Electronic check,38.62,1892.38,0
C03189,0,46,Month-to-month,DSL,No,No,Bank transfer,62.9,2893.4,0
C03190,0,56,Month-to-month,No,Yes,Yes,Credit card,27.82,1557.92,0
C03191,0,2,Month-to-month,DSL,No,No,Bank transfer,70.59,141.18,1
C03192,0,57,One year,DSL,No,No,Electronic check,52.06,2967.42,0
C03193,0,2,One year,Fiber optic,No,Yes,Bank transfer,71.12,142.24,0
C03194,0,47,One year,DSL,Yes,No,Mailed check,44.14,2074.58,0
C03195,1,25,Month-to-month,No,No,Yes,Credit card,19.26,481.5,1
C03196,0,4,One year,DSL,Yes,No,Credit card,55.54,222.16,0
C03197,0,50,Month-to-month,Fiber optic,No,Yes,Credit card,85.49,4274.5,1
C03198,0,40,Month-to-month,Fiber optic,No,Yes,Credit card,99.38,3975.2,1
C03199,0,48,Two year,No,Yes,No,Bank transfer,17.39,834.72,0
C03200,0,27,One year,Fiber optic,No,Yes,Bank transfer,87.11,2351.97,1
C03201,0,20,Two year,Fiber optic,Yes,Yes,Mailed check,89.75,1795.0,0
C03202,0,45,Two year,Fiber optic,Yes,Yes,Mailed check,68.49,3082.05,0
C03203,0,15,One year,Fiber optic,Yes,No,Credit card,80.95,1214.25,0
C03204,0,59,Two year,Fiber optic,No,No,Bank transfer,69.62,4107.58,0
C03205,0,49,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,98.03,4803.47,0
C03206,0,72,Month-to-month,Fiber optic,No,Yes,Electronic check,71.38,5139.36,0
C03207,0,1,Month-to-month,DSL,No,Yes,Mailed check,66.04,66.04,1
C03208,0,42,Month-to-month,DSL,Yes,Yes,Mailed check,44.57,1871.94,0
C03209,1,40,Month-to-month,Fiber optic,No,Yes,Bank transfer,68.0,2720.0,0
C03210,0,62,Month-to-month,DSL,No,No,Bank transfer,58.87,3649.94,0
C03211,0,30,One year,Fiber optic,No,Yes,Mailed check,80.66,2419.8,0
C03212,0,68,One year,DSL,Yes,Yes,Credit card,53.09,3610.12,0
C03213,1,17,One year,Fiber optic,Yes,Yes,Credit card,90.47,1537.99,1
C03214,0,62,Month-to-month,Fiber optic,No,No,Credit card,58.42,3622.04,0
C03215,0,37,One year,Fiber optic,Yes,Yes,Mailed check,82.47,3051.39,0
C03216,0,68,Month-to-month,Fiber optic,No,No,Mailed check,73.74,5014.32,0
C03217,0,15,Month-to-month,DSL,Yes,Yes,Mailed check,66.57,998.55,0
C03218,0,18,Month-to-month,DSL,No,Yes,Credit card,55.98,1007.64,0
C03219,0,41,Month-to-month,Fiber optic,Yes,No,Credit card,83.79,3435.39,0
C03220,0,40,Month-to-month,No,No,Yes,Credit card,15.52,620.8,0
C03221,0,10,Two year,Fiber optic,No,Yes,Electronic check,110.87,1108.7,1
C03222,0,47,One year,Fiber optic,Yes,Yes,Bank transfer,65.75,3090.25,0
C03223,1,29,One year,Fiber optic,No,No,Bank transfer,79.0,2291.0,0
C03224,0,11,Month-to-month,Fiber optic,No,No,Mailed check,86.61,952.71,1
C03225,0,37,Two year,Fiber optic,No,No,Mailed check,81.23,3005.51,0
C03226,0,50,One year,Fiber optic,Yes,Yes,Credit card,73.54,3677.0,0
C03227,0,2,Month-to-month,DSL,No,Yes,Mailed check,55.79,111.58,0
C03228,1,67,One year,DSL,Yes,Yes,Mailed check,71.1,4763.7,0
C03229,0,44,Month-to-month,Fiber optic,Yes,Yes,Electronic check,70.61,3106.84,0
C03230,0,19,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,110.19,2093.61,0
C03231,0,54,Month-to-month,Fiber optic,No,Yes,Electronic check,118.97,6424.38,1
C03232,1,61,Month-to-month,DSL,Yes,Yes,Bank transfer,87.38,5330.18,0
C03233,0,69,Month-to-month,DSL,Yes,No,Bank transfer,49.24,3397.56,0
C03234,0,57,Month-to-month,No,No,No,Credit card,23.77,1354.89,0
C03235,0,14,Month-to-month,DSL,Yes,No,Bank transfer,63.32,886.48,0
C03236,0,11,Two year,No,No,Yes,Bank transfer,29.44,323.84,0
C03237,0,15,Month-to-month,DSL,No,Yes,Credit card,65.19,977.85,0
C03238,0,63,Month-to-month,Fiber optic,No,Yes,Electronic check,77.49,4881.87,0
C03239,0,22,Month-to-month,Fiber optic,Yes,No,Mailed check,79.68,1752.96,1
C03240,0,24,Two year,DSL,No,Yes,Bank transfer,48.09,1154.16,0
C03241,1,65,One year,DSL,Yes,Yes,Electronic check,45.55,2960.75,0
C03242,0,14,Two year,DSL,Yes,No,Electronic check,31.17,436.38,0
C03243,0,29,Month-to-month,DSL,Yes,Yes,Mailed check,72.82,2111.78,0
C03244,1,21,Month-to-month,DSL,No,No,Electronic check,66.3,1392.3,0
C03245,1,22,One year,No,No,Yes,Electronic check,30.3,666.6,0
C03246,0,43,Month-to-month,DSL,Yes,Yes,Bank transfer,59.18,2544.74,0
C03247,0,54,Two year,Fiber optic,Yes,No,Mailed check,74.72,4034.88,0
C03248,1,19,Two year,DSL,No,Yes,Electronic check,45.99,873.81,0
C03249,0,2,Month-to-month,No,Yes,Yes,Bank transfer,23.71,47.42,0
C03250,0,46,Two year,No,No,Yes,Electronic check,19.42,893.32,0
C03251,1,40,One year,No,Yes,Yes,Mailed check,24.0,960.0,0
C03252,0,48,Month-to-month,No,Yes,Yes,Credit card,23.96,1150.08,0
C03253,0,32,Month-to-month,DSL,No,Yes,Mailed check,55.59,1778.88,0
C03254,0,56,Month-to-month,Fiber optic,No,Yes,Bank transfer,97.95,5485.2,0
C03255,0,45,Two year,DSL,Yes,Yes,Credit card,65.89,2965.05,0
C03256,0,55,Month-to-month,No,Yes,No,Bank transfer,21.48,1181.4,0
C03257,0,53,Month-to-month,Fiber optic,No,Yes,Mailed check,105.29,5580.37,0
C03258,0,36,One year,Fiber optic,No,No,Mailed check,77.82,2801.52,1
C03259,0,23,Month-to-month,No,No,Yes,Electronic check,22.19,510.37,0
C03260,0,42,Month-to-month,No,No,Yes,Electronic check,15.67,658.14,0
C03261,0,46,One year,No,Yes,Yes,Mailed check,24.59,1131.14,0
C03262,0,41,Month-to-month,DSL,Yes,Yes,Credit card,44.36,1818.76,0
C03263,0,38,Month-to-month,DSL,Yes,No,Credit card,64.75,2460.5,0
C03264,0,25,Month-to-month,DSL,Yes,Yes,Credit card,57.02,1425.5,0
C03265,0,9,Month-to-month,Fiber optic,No,Yes,Mailed check,80.32,722.88,1
C03266,0,31,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,55.19,1710.89,0
C03267,0,64,One year,DSL,No,No,Mailed check,40.1,2566.4,0
C03268,0,52,Two year,No,Yes,No,Mailed check,17.85,928.2,0
C03269,0,55,Month-to-month,DSL,No,Yes,Electronic check,73.61,4048.55,0
C03270,0,53,Two year,Fiber optic,No,No,Credit card,89.28,4731.84,0
C03271,1,67,One year,No,No,Yes,Bank transfer,23.46,1571.82,0
C03272,0,16,One year,Fiber optic,Yes,Yes,Bank transfer,92.8,1484.8,1
C03273,0,52,One year,Fiber optic,No,No,Mailed check,76.69,3987.88,0
C03274,0,5,One year,DSL,No,No,Credit card,57.72,288.6,0
C03275,0,17,Two year,DSL,No,Yes,Electronic check,65.56,1114.52,0
C03276,0,2,Month-to-month,Fiber optic,No,Yes,Electronic check,92.32,184.64,0
C03277,0,31,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,85.9,2662.9,0
C03278,0,10,Month-to-month,DSL,No,Yes,Credit card,61.65,616.5,1
C03279,0,28,Month-to-month,No,No,No,Credit card,30.09,842.52,0
C03280,0,9,One year,Fiber optic,Yes,No,Credit card,91.92,827.28,0
C03281,0,2,Month-to-month,No,Yes,Yes,Bank transfer,22.79,45.58,0
C03282,0,34,Month-to-month,Fiber optic,Yes,No,Electronic check,89.76,3051.84,0
C03283,0,29,Month-to-month,No,No,No,Mailed check,15.0,435.0,0
C03284,0,30,Month-to-month,DSL,No,Yes,Mailed check,66.06,1981.8,0
C03285,0,25,One year,DSL,No,Yes,Credit card,49.2,1230.0,0
C03286,1,29,One year,No,No,Yes,Mailed check,23.39,678.31,0
C03287,0,0,Month-to-month,No,Yes,No,Mailed check,28.7,28.7,0
C03288,1,34,Month-to-month,Fiber optic,No,Yes,Mailed check,102.0,3468.0,0
C03289,1,61,Month-to-month,DSL,Yes,Yes,Mailed check,52.09,3177.49,0
C03290,0,10,Month-to-month,DSL,No,No,Bank transfer,64.5,645.0,0
C03291,0,10,One year,Fiber optic,No,Yes,Electronic check,79.35,793.5,0
C03292,0,56,One year,No,No,No,Credit card,15.0,840.0,0
C03293,0,36,Month-to-month,Fiber optic,Yes,No,Bank transfer,64.81,2333.16,0
C03294,0,18,Month-to-month,DSL,No,Yes,Mailed check,52.59,946.62,1
C03295,1,57,Two year,Fiber optic,No,No,Mailed check,66.16,3771.12,0
C03296,0,23,One year,Fiber optic,Yes,No,Credit card,108.94,2505.62,0
C03297,0,44,Month-to-month,Fiber optic,No,Yes,Credit card,62.47,2748.68,1
C03298,0,40,Month-to-month,Fiber optic,No,No,Bank transfer,87.23,3489.2,1
C03299,0,12,Month-to-month,No,No,Yes,Mailed check,15.0,180.0,0
C03300,1,55,Two year,DSL,Yes,No,Electronic check,48.26,2654.3,0
C03301,0,45,Month-to-month,Fiber optic,Yes,No,Electronic check,91.68,4125.6,1
C03302,0,15,Month-to-month,Fiber optic,No,No,Credit card,99.2,1488.0,1
C03303,0,55,Two year,Fiber optic,No,No,Credit card,78.31,4307.05,0
C03304,0,45,One year,No,No,No,Mailed check,20.05,902.25,0
C03305,0,62,Month-to-month,Fiber optic,Yes,Yes,Mailed check,80.6,4997.2,0
C03306,0,59,Month-to-month,Fiber optic,No,Yes,Credit card,104.54,6167.86,1
C03307,0,23,Month-to-month,DSL,No,Yes,Electronic check,71.85,1652.55,0
C03308,0,68,One year,Fiber optic,No,Yes,Bank transfer,67.09,4562.12,0
C03309,0,2,Month-to-month,DSL,Yes,No,Credit card,51.41,102.82,0
C03310,0,24,Two year,DSL,No,Yes,Credit card,63.94,1534.56,0
C03311,0,44,Two year,Fiber optic,No,Yes,Bank transfer,101.06,4446.64,0
C03312,0,39,Month-to-month,Fiber optic,Yes,Yes,Electronic check,114.35,4459.65,0
C03313,0,16,One year,No,Yes,No,Credit card,21.37,341.92,0
C03314,0,14,Month-to-month,Fiber optic,No,Yes,Electronic check,105.94,1483.16,1
C03315,0,57,Month-to-month,No,No,No,Mailed check,20.68,1178.76,0
C03316,0,63,One year,Fiber optic,Yes,Yes,Electronic check,106.97,6739.11,0
C03317,0,49,Month-to-month,Fiber optic,No,Yes,Electronic check,98.22,4812.78,1
C03318,0,38,Month-to-month,No,No,Yes,Electronic check,23.12,878.56,0
C03319,0,56,Month-to-month,Fiber optic,No,No,Mailed check,84.87,4752.72,0
C03320,0,17,Month-to-month,No,Yes,Yes,Electronic check,15.0,255.0,0
C03321,0,70,Month-to-month,Fiber optic,No,Yes,Electronic check,83.5,5845.0,0
C03322,1,9,One year,DSL,No,Yes,Electronic check,46.34,417.06,0
C03323,0,42,Two year,Fiber optic,Yes,Yes,Bank transfer,108.51,4557.42,0
C03324,0,24,One year,DSL,Yes,Yes,Bank transfer,52.79,1266.96,0
C03325,0,66,Two year,DSL,No,Yes,Electronic check,57.29,3781.14,0
C03326,0,17,Month-to-month,DSL,Yes,Yes,Credit card,38.07,647.19,0
C03327,0,46,Two year,DSL,Yes,No,Electronic check,55.27,2542.42,0
C03328,0,11,Month-to-month,Fiber optic,No,Yes,Electronic check,68.85,757.35,1
C03329,0,13,Month-to-month,No,No,Yes,Mailed check,15.0,195.0,0
C03330,0,30,Two year,Fiber optic,Yes,No,Credit card,92.28,2768.4,0
C03331,1,58,Month-to-month,No,No,No,Mailed check,17.46,1012.68,0
C03332,0,20,Month-to-month,Fiber optic,No,No,Credit card,72.61,1452.2,0
C03333,0,50,Month-to-month,DSL,No,Yes,Mailed check,53.96,2698.0,0
C03334,0,41,Month-to-month,DSL,No,Yes,Bank transfer,37.59,1541.19,0
C03335,0,71,Month-to-month,No,Yes,Yes,Mailed check,27.92,1982.32,0
C03336,0,21,Month-to-month,Fiber optic,No,Yes,Bank transfer,74.29,1560.09,0
C03337,0,17,Two year,No,No,Yes,Mailed check,25.03,425.51,0
C03338,0,65,Month-to-month,DSL,No,Yes,Electronic check,36.67,2383.55,0
C03339,0,24,Month-to-month,Fiber optic,Yes,Yes,Mailed check,92.05,2209.2,0
C03340,0,15,Month-to-month,Fiber optic,No,Yes,Mailed check,80.05,1200.75,1
C03341,0,59,Two year,No,Yes,Yes,Bank transfer,23.51,1387.09,0
C03342,0,59,Month-to-month,DSL,No,Yes,Mailed check,51.44,3034.96,0
C03343,1,4,Month-to-month,No,Yes,Yes,Bank transfer,24.79,99.16,1
C03344,0,62,Month-to-month,Fiber optic,No,Yes,Electronic check,85.6,5307.2,1
C03345,0,46,One year,No,Yes,Yes,Bank transfer,17.84,820.64,0
C03346,0,20,One year,Fiber optic,No,No,Bank transfer,80.11,1602.2,0
C03347,1,39,One year,Fiber optic,No,Yes,Electronic check,71.66,2794.74,0
C03348,0,17,One year,Fiber optic,Yes,Yes,Electronic check,71.16,1209.72,1
C03349,0,12,Month-to-month,No,No,Yes,Electronic check,20.78,249.36,0
C03350,0,9,Month-to-month,DSL,No,No,Electronic check,54.96,494.64,1
C03351,1,12,Month-to-month,Fiber optic,No,Yes,Credit card,91.94,1103.28,1
C03352,1,42,Month-to-month,Fiber optic,No,Yes,Electronic check,86.24,3622.08,0
C03353,0,59,Month-to-month,Fiber optic,No,Yes,Electronic check,89.43,5276.37,1
C03354,0,35,Month-to-month,Fiber optic,No,No,Electronic check,90.09,3153.15,1
C03355,0,1,Month-to-month,Fiber optic,No,Yes,Credit card,73.98,73.98,0
C03356,0,31,One year,Fiber optic,No,Yes,Bank transfer,80.12,2483.72,0
C03357,0,54,Month-to-month,Fiber optic,Yes,No,Electronic check,77.89,4206.06,0
C03358,1,60,One year,Fiber optic,No,Yes,Electronic check,122.67,7360.2,0
C03359,0,53,One year,Fiber optic,No,Yes,Bank transfer,100.3,5315.9,1
C03360,0,26,Month-to-month,No,Yes,No,Credit card,19.44,505.44,0
C03361,0,47,Month-to-month,Fiber optic,No,No,Bank transfer,105.49,4958.03,0
C03362,0,4,One year,DSL,Yes,Yes,Bank transfer,66.1,264.4,0
C03363,0,29,One year,Fiber optic,No,No,Mailed check,64.29,1864.41,0
C03364,0,39,Month-to-month,DSL,No,Yes,Credit card,49.91,1946.49,0
C03365,0,2,Month-to-month,DSL,No,No,Mailed check,62.1,124.2,0
C03366,0,1,One year,No,Yes,No,Credit card,24.67,24.67,0
C03367,0,58,One year,Fiber optic,No,No,Credit card,81.64,4735.12,0
C03368,1,16,Month-to-month,Fiber optic,No,Yes,Credit card,83.52,1336.32,0
C03369,1,9,Month-to-month,No,No,Yes,Bank transfer,16.51,148.59,1
C03370,0,43,Two year,DSL,Yes,No,Mailed check,55.63,2392.09,0
C03371,0,20,Month-to-month,DSL,No,Yes,Bank transfer,42.39,847.8,0
C03372,0,71,Two year,DSL,Yes,No,Mailed check,42.96,3050.16,0
C03373,0,69,Month-to-month,DSL,No,Yes,Credit card,38.67,2668.23,0
C03374,0,60,Month-to-month,Fiber optic,Yes,No,Credit card,69.56,4173.6,0
C03375,0,22,Month-to-month,Fiber optic,Yes,Yes,Electronic check,89.76,1974.72,0
C03376,0,63,Month-to-month,Fiber optic,Yes,Yes,Credit card,90.04,5672.52,0
C03377,0,18,Two year,DSL,No,No,Bank transfer,51.76,931.68,0
C03378,0,17,Month-to-month,Fiber optic,No,Yes,Bank transfer,101.86,1731.62,1
C03379,0,71,Two year,DSL,No,Yes,Credit card,76.27,5415.17,0
C03380,0,49,Month-to-month,Fiber optic,No,Yes,Electronic check,83.96,4114.04,0
C03381,0,6,Two year,Fiber optic,Yes,Yes,Credit card,88.76,532.56,0
C03382,1,64,Two year,DSL,Yes,No,Electronic check,44.85,2870.4,0
C03383,0,11,One year,No,Yes,No,Electronic check,28.05,308.55,0
C03384,0,49,Month-to-month,Fiber optic,No,No,Bank transfer,67.09,3287.41,0
C03385,1,31,One year,DSL,No,Yes,Credit card,62.42,1935.02,0
C03386,0,1,Month-to-month,Fiber optic,Yes,Yes,Credit card,102.1,102.1,1
C03387,0,57,Two year,Fiber optic,Yes,No,Electronic check,67.02,3820.14,0
C03388,0,50,Month-to-month,DSL,No,Yes,Credit card,50.24,2512.0,0
C03389,1,64,Month-to-month,DSL,No,Yes,Bank transfer,74.6,4774.4,0
C03390,1,44,Month-to-month,Fiber optic,No,Yes,Mailed check,79.93,3516.92,1
